original_index	real_search	ingredient	search_title	page_title	description	page_url
2341		Duck Confit	Duck Confit	Duck confit	Duck confit (French: confit de canard French pronunciation: ​[kɔ̃.fi d(ə) ka.naʁ]) is a French dish made with the leg of the duck.	http://en.wikipedia.org/wiki/Duck_confit
720		Duck Sauce	Duck Sauce	Duck Sauce	Duck Sauce is an American/Canadian DJ duo consisting of Armand Van Helden and A-Trak.	http://en.wikipedia.org/wiki/Duck_Sauce
722		Dulce De Leche	Dulce De Leche	Dulce de leche	Dulce de leche (pronounced: [ˈdulse ðe ˈletʃe]; Portuguese: doce de leite [ˈdosi dʒi ˈlejtʃi] or [ˈdose de ˈlejte]) is a confection prepared by slowly heating sweetened milk to create a product that derives its taste from the caramelization of the product, changing flavor and color. 	http://en.wikipedia.org/wiki/Dulce_de_leche
2345		Dulce De Leche	Dulce De Leche	Dulce de leche	Dulce de leche (pronounced: [ˈdulse ðe ˈletʃe]; Portuguese: doce de leite [ˈdosi dʒi ˈlejtʃi] or [ˈdose de ˈlejte]) is a confection prepared by slowly heating sweetened milk to create a product that derives its taste from the caramelization of the product, changing flavor and color. 	http://en.wikipedia.org/wiki/Dulce_de_leche
724		Dungeness Crab	Dungeness Crab	Dungeness crab	The Dungeness crab, Metacarcinus magister (formerly Cancer magister), is a species of crab that inhabits eelgrass beds and water bottoms on the west coast of North America. 	http://en.wikipedia.org/wiki/Dungeness_crab
725		Durian	Durian	Durian	"The durian /ˈdjʊriən/ is the fruit of several tree species belonging to the genus Durio and the family Malvaceae (although some taxonomists place Durio in a distinct family, Durionaceae).
"	http://en.wikipedia.org/wiki/Durian
2346		Durian	Durian	Durian	"The durian /ˈdjʊriən/ is the fruit of several tree species belonging to the genus Durio and the family Malvaceae (although some taxonomists place Durio in a distinct family, Durionaceae).
"	http://en.wikipedia.org/wiki/Durian
755		Epazote	Epazote	Dysphania ambrosioides	"Epazote, wormseed, Jesuit's tea, Mexican tea, Paico or Herba Sancti Mariæ (Dysphania ambrosioides, formerly Chenopodium ambrosioides) is an herb native to Central America, South America, and southern Mexico.
"	http://en.wikipedia.org/wiki/Dysphania_ambrosioides
726		Earl Grey Tea Leaves	Earl Grey Tea Leaves	Earl Grey tea	"Earl Grey tea is a tea blend with a distinctive smoky flavour and aroma derived from the addition of oil extracted from the rind of the bergamot orange, a fragrant citrus fruit.
"	http://en.wikipedia.org/wiki/Earl_Grey_tea
945		Greek Easter Bread	Greek Easter Bread	Easter bread	In many European countries, there are various traditions surrounding the use of bread during the Easter holiday. 	http://en.wikipedia.org/wiki/Easter_bread
2117	Easter bread	Babka	Babka	Easter bread	In many European countries, there are various traditions surrounding the use of bread during the Easter holiday. 	http://en.wikipedia.org/wiki/Easter_bread
339		Canned Cheese	Canned Cheese	Easy Cheese	Easy Cheese is the trademark for a processed cheese product distributed by Mondelēz International, also referred to as aerosol cheese, spray cheese or simply Cheese in a Can, and is a descendant of squeeze cheese (a semi-solid cheesefood from the 1970s packaged in a squeezable plastic tube). 	http://en.wikipedia.org/wiki/Easy_Cheese
727		Edamame	Edamame	Edamame	Edamame (枝豆?) /ˌɛdəˈmɑːmeɪ/ or edamame bean is a preparation of immature soybeans in the pod, found in the cuisine of China, Japan, Indonesia and Hawaii. 	http://en.wikipedia.org/wiki/Edamame
728		Edamame	Edamame	Edamame	Edamame (枝豆?) /ˌɛdəˈmɑːmeɪ/ or edamame bean is a preparation of immature soybeans in the pod, found in the cuisine of China, Japan, Indonesia and Hawaii. 	http://en.wikipedia.org/wiki/Edamame
729		Edamame	Edamame	Edamame	Edamame (枝豆?) /ˌɛdəˈmɑːmeɪ/ or edamame bean is a preparation of immature soybeans in the pod, found in the cuisine of China, Japan, Indonesia and Hawaii. 	http://en.wikipedia.org/wiki/Edamame
730		Edamame	Edamame	Edamame	Edamame (枝豆?) /ˌɛdəˈmɑːmeɪ/ or edamame bean is a preparation of immature soybeans in the pod, found in the cuisine of China, Japan, Indonesia and Hawaii. 	http://en.wikipedia.org/wiki/Edamame
731		Edible Flowers	Edible Flowers	Edible flowers	Edible flowers are flowers that can be consumed safely.	http://en.wikipedia.org/wiki/Edible_flowers
732		Eel	Eel	Eel	Eels (Anguilliformes; /æŋˌɡwɪlɨˈfɔrmiːz/) are an order of fish which consists of four suborders, 20 families, 111 genera and approximately 800 species. 	http://en.wikipedia.org/wiki/Eel
733		Eel	Eel	Eel	Eels (Anguilliformes; /æŋˌɡwɪlɨˈfɔrmiːz/) are an order of fish which consists of four suborders, 20 families, 111 genera and approximately 800 species. 	http://en.wikipedia.org/wiki/Eel
734		Eel	Eel	Eel	Eels (Anguilliformes; /æŋˌɡwɪlɨˈfɔrmiːz/) are an order of fish which consists of four suborders, 20 families, 111 genera and approximately 800 species. 	http://en.wikipedia.org/wiki/Eel
2695	Eel	Smoked Eel	Smoked Eel	Eel	Eels (Anguilliformes; /æŋˌɡwɪlɨˈfɔrmiːz/) are an order of fish which consists of four suborders, 20 families, 111 genera and approximately 800 species. 	http://en.wikipedia.org/wiki/Eel
715		Duck Eggs	Duck Eggs	Egg (food)	Eggs are laid by female animals of many different species, including birds, reptiles, amphibians, and fish, and have been eaten by humans for thousands of years. 	http://en.wikipedia.org/wiki/Egg_(food)
770	Egg (food)	Farm Fresh Eggs	Farm Fresh Eggs	Egg (food)	Eggs are laid by female animals of many different species, including birds, reptiles, amphibians, and fish, and have been eaten by humans for thousands of years. 	http://en.wikipedia.org/wiki/Egg_(food)
2342		Duck Eggs	Duck Eggs	Egg (food)	Eggs are laid by female animals of many different species, including birds, reptiles, amphibians, and fish, and have been eaten by humans for thousands of years. 	http://en.wikipedia.org/wiki/Egg_(food)
740	Egg roll	Eggroll Skins	Eggroll Skins	Egg roll	"Egg roll is a term used for many different foods around the world.
"	http://en.wikipedia.org/wiki/Egg_roll
667		Double Yolked Eggs	Double Yolked Eggs	Egg yolk	"The yolk is a part of an egg (or just of the egg cell in non egg-laying animals) that feeds the developing embryo in animals.
"	http://en.wikipedia.org/wiki/Egg_yolk
736		Eggnog	Eggnog	Eggnog	Eggnog, or egg nog ( pronunciation ), is a sweetened dairy-based beverage traditionally made with milk and/or cream, sugar, and whipped eggs (which gives it a frothy texture). 	http://en.wikipedia.org/wiki/Eggnog
2347		Eggnog	Eggnog	Eggnog	Eggnog, or egg nog ( pronunciation ), is a sweetened dairy-based beverage traditionally made with milk and/or cream, sugar, and whipped eggs (which gives it a frothy texture). 	http://en.wikipedia.org/wiki/Eggnog
106	Eggplant	Baby Eggplants	Baby Eggplants	Eggplant	Eggplant (Solanum melongena) is a species of nightshade commonly known in British English as aubergine and also known as melongene, garden egg, or guinea squash. 	http://en.wikipedia.org/wiki/Eggplant
737		Eggplant	Eggplant	Eggplant	Eggplant (Solanum melongena) is a species of nightshade commonly known in British English as aubergine and also known as melongene, garden egg, or guinea squash. 	http://en.wikipedia.org/wiki/Eggplant
738		Eggplant	Eggplant	Eggplant	Eggplant (Solanum melongena) is a species of nightshade commonly known in British English as aubergine and also known as melongene, garden egg, or guinea squash. 	http://en.wikipedia.org/wiki/Eggplant
739		Eggplant	Eggplant	Eggplant	Eggplant (Solanum melongena) is a species of nightshade commonly known in British English as aubergine and also known as melongene, garden egg, or guinea squash. 	http://en.wikipedia.org/wiki/Eggplant
924	Eggplant	Graffiti Eggplant	Graffiti Eggplant	Eggplant	Eggplant (Solanum melongena) is a species of nightshade commonly known in British English as aubergine and also known as melongene, garden egg, or guinea squash. 	http://en.wikipedia.org/wiki/Eggplant
925	Eggplant	Graffiti Eggplant	Graffiti Eggplant	Eggplant	Eggplant (Solanum melongena) is a species of nightshade commonly known in British English as aubergine and also known as melongene, garden egg, or guinea squash. 	http://en.wikipedia.org/wiki/Eggplant
926	Eggplant	Graffiti Eggplant	Graffiti Eggplant	Eggplant	Eggplant (Solanum melongena) is a species of nightshade commonly known in British English as aubergine and also known as melongene, garden egg, or guinea squash. 	http://en.wikipedia.org/wiki/Eggplant
1087		Japanese Eggplant	Japanese Eggplant	Eggplant	Eggplant (Solanum melongena) is a species of nightshade commonly known in British English as aubergine and also known as melongene, garden egg, or guinea squash. 	http://en.wikipedia.org/wiki/Eggplant
1088		Japanese Eggplant	Japanese Eggplant	Eggplant	Eggplant (Solanum melongena) is a species of nightshade commonly known in British English as aubergine and also known as melongene, garden egg, or guinea squash. 	http://en.wikipedia.org/wiki/Eggplant
1431		Pickled Eggplant	Pickled Eggplant	Eggplant	Eggplant (Solanum melongena) is a species of nightshade commonly known in British English as aubergine and also known as melongene, garden egg, or guinea squash. 	http://en.wikipedia.org/wiki/Eggplant
2121	Eggplant	Baby Eggplants	Baby Eggplants	Eggplant	Eggplant (Solanum melongena) is a species of nightshade commonly known in British English as aubergine and also known as melongene, garden egg, or guinea squash. 	http://en.wikipedia.org/wiki/Eggplant
2348		Eggplant	Eggplant	Eggplant	Eggplant (Solanum melongena) is a species of nightshade commonly known in British English as aubergine and also known as melongene, garden egg, or guinea squash. 	http://en.wikipedia.org/wiki/Eggplant
2399	Eggplant	Graffiti Eggplant	Graffiti Eggplant	Eggplant	Eggplant (Solanum melongena) is a species of nightshade commonly known in British English as aubergine and also known as melongene, garden egg, or guinea squash. 	http://en.wikipedia.org/wiki/Eggplant
465		Chinese Eggplant	Chinese Eggplant	Eggplant production in China	China is the world's leading producer and consumer of eggplants.	http://en.wikipedia.org/wiki/Eggplant_production_in_China
2024		Water Chestnuts	Water Chestnuts	Eleocharis dulcis	The Chinese water chestnut (Eleocharis dulcis; synonyms E.	http://en.wikipedia.org/wiki/Eleocharis_dulcis
2025		Water Chestnuts	Water Chestnuts	Eleocharis dulcis	The Chinese water chestnut (Eleocharis dulcis; synonyms E.	http://en.wikipedia.org/wiki/Eleocharis_dulcis
742	Elk	Elk Tenderloin	Elk Tenderloin	Elk	The elk or wapiti (Cervus canadensis) is one of the largest species of the Cervidae or deer family in the world, and one of the largest land mammals in North America and eastern Asia. 	http://en.wikipedia.org/wiki/Elk
743	Elk	Elk Tenderloin	Elk Tenderloin	Elk	The elk or wapiti (Cervus canadensis) is one of the largest species of the Cervidae or deer family in the world, and one of the largest land mammals in North America and eastern Asia. 	http://en.wikipedia.org/wiki/Elk
744		Empanada Wrappers	Empanada Wrappers	Empanada	An empanada (Spanish pronunciation: [empaˈnaða], EM-pah-NAH-dhah; Spanish and Portuguese; also called pastel in Brazilian Portuguese and pate in Haitian Creole) is a stuffed bread or pastry baked or fried in many countries in Southern Europe, Latin America, the Southwestern United States, and parts of Southeast Asia. 	http://en.wikipedia.org/wiki/Empanada
745		Empanada Wrappers	Empanada Wrappers	Empanada	An empanada (Spanish pronunciation: [empaˈnaða], EM-pah-NAH-dhah; Spanish and Portuguese; also called pastel in Brazilian Portuguese and pate in Haitian Creole) is a stuffed bread or pastry baked or fried in many countries in Southern Europe, Latin America, the Southwestern United States, and parts of Southeast Asia. 	http://en.wikipedia.org/wiki/Empanada
746		Emu Egg	Emu Egg	Emu	The emu (/ˈiːmjuː/, sometimes US /ˈiːmuː/; Dromaius novaehollandiae) is the largest bird native to Australia and the only extant member of the genus Dromaius. 	http://en.wikipedia.org/wiki/Emu
2349		Emu Egg	Emu Egg	Emu	The emu (/ˈiːmjuː/, sometimes US /ˈiːmuː/; Dromaius novaehollandiae) is the largest bird native to Australia and the only extant member of the genus Dromaius. 	http://en.wikipedia.org/wiki/Emu
1656	Endiandra introrsa	Red Plums	Red Plums	Endiandra introrsa	Endiandra introrsa is a rare rainforest tree growing in eastern Australia.	http://en.wikipedia.org/wiki/Endiandra_introrsa
747		Endive	Endive	Endive	Endive (/ˈɛndaɪv/ or /ˈɑːndiv/; Cichorium endivia) is a leaf vegetable belonging to the daisy family.	http://en.wikipedia.org/wiki/Endive
748		Endive	Endive	Endive	Endive (/ˈɛndaɪv/ or /ˈɑːndiv/; Cichorium endivia) is a leaf vegetable belonging to the daisy family.	http://en.wikipedia.org/wiki/Endive
757		Escarole	Escarole	Endive	Endive (/ˈɛndaɪv/ or /ˈɑːndiv/; Cichorium endivia) is a leaf vegetable belonging to the daisy family.	http://en.wikipedia.org/wiki/Endive
758		Escarole	Escarole	Endive	Endive (/ˈɛndaɪv/ or /ˈɑːndiv/; Cichorium endivia) is a leaf vegetable belonging to the daisy family.	http://en.wikipedia.org/wiki/Endive
759		Escarole	Escarole	Endive	Endive (/ˈɛndaɪv/ or /ˈɑːndiv/; Cichorium endivia) is a leaf vegetable belonging to the daisy family.	http://en.wikipedia.org/wiki/Endive
760		Escarole	Escarole	Endive	Endive (/ˈɛndaɪv/ or /ˈɑːndiv/; Cichorium endivia) is a leaf vegetable belonging to the daisy family.	http://en.wikipedia.org/wiki/Endive
761		Escarole	Escarole	Endive	Endive (/ˈɛndaɪv/ or /ˈɑːndiv/; Cichorium endivia) is a leaf vegetable belonging to the daisy family.	http://en.wikipedia.org/wiki/Endive
762		Escarole	Escarole	Endive	Endive (/ˈɛndaɪv/ or /ˈɑːndiv/; Cichorium endivia) is a leaf vegetable belonging to the daisy family.	http://en.wikipedia.org/wiki/Endive
833		Frisée	Frisée	Endive	Endive (/ˈɛndaɪv/ or /ˈɑːndiv/; Cichorium endivia) is a leaf vegetable belonging to the daisy family.	http://en.wikipedia.org/wiki/Endive
834		Frisée	Frisée	Endive	Endive (/ˈɛndaɪv/ or /ˈɑːndiv/; Cichorium endivia) is a leaf vegetable belonging to the daisy family.	http://en.wikipedia.org/wiki/Endive
2350		Endive	Endive	Endive	Endive (/ˈɛndaɪv/ or /ˈɑːndiv/; Cichorium endivia) is a leaf vegetable belonging to the daisy family.	http://en.wikipedia.org/wiki/Endive
752		English Muffins	English Muffins	English muffin	An English muffin is a small, round, flat (or thin) type of yeast-leavened bread which is commonly served split horizontally, toasted, and buttered. 	http://en.wikipedia.org/wiki/English_muffin
753		Enoki Mushrooms	Enoki Mushrooms	Enokitake	Enokitake (榎茸, エノキタケ, Japanese pronunciation: [enokitake], /ɨˌnoʊkiˈtɑːkiː/), also Enokidake (榎茸, エノキダケ, Japanese pronunciation: [enokidake], /ɨˌnoʊkiˈdɑːkiː/) or Enoki (榎, エノキ, Japanese pronunciation: [enoki], /ɨˈnoʊki/) is a long, thin white mushroom used in East Asian cuisine (such as that of China, Japan and Korea). 	http://en.wikipedia.org/wiki/Enokitake
754		Enokitake Mushrooms	Enokitake Mushrooms	Enokitake	Enokitake (榎茸, エノキタケ, Japanese pronunciation: [enokitake], /ɨˌnoʊkiˈtɑːkiː/), also Enokidake (榎茸, エノキダケ, Japanese pronunciation: [enokidake], /ɨˌnoʊkiˈdɑːkiː/) or Enoki (榎, エノキ, Japanese pronunciation: [enoki], /ɨˈnoʊki/) is a long, thin white mushroom used in East Asian cuisine (such as that of China, Japan and Korea). 	http://en.wikipedia.org/wiki/Enokitake
